path,loaded,symbol_functions,scanned_functions,functions_with_unknown,analysis_failures,instructions,known,unknown,calls,unresolved_calls,has_main,main_reachable_functions,main_raw_dcir,main_external_calls,error,main_error
"dreamcast/tsunami/genmenu/genmenu.elf",1,1602,1602,168,0,121670,119370,2300,5753,1564,1,172,429,233,"",""
"dreamcast/video/bfont/bfont.elf",1,1208,1208,81,0,87918,86618,1300,4297,1033,1,38,119,59,"",""
"dreamcast/video/minifont/minifont.elf",1,1209,1209,81,0,87921,86621,1300,4283,1019,1,16,79,12,"",""
"dreamcast/video/multibuffer/multibuffer.elf",1,1207,1207,81,0,87898,86598,1300,4289,1022,1,53,213,59,"",""
"dreamcast/video/palmenu/palmenu.elf",1,1207,1207,81,0,87909,86609,1300,4293,1029,1,24,183,32,"",""
"dreamcast/video/screenshot/screenshot.elf",1,1207,1207,82,0,87953,86600,1353,4289,1021,1,52,284,56,"",""
"dreamcast/vmu/vmu_beep/beep.elf",1,1226,1226,88,0,89950,88419,1531,4439,1087,1,89,328,163,"",""
"dreamcast/vmu/vmu_game/vmu_game.elf",1,1212,1212,81,0,87964,86664,1300,4299,1021,1,83,254,99,"",""
"dreamcast/vmu/vmu_lcd/lcd.elf",1,1223,1223,91,0,90116,88327,1789,4327,1024,1,39,596,28,"",""
"dreamcast/vmu/vmu_pkg/vmu.elf",1,1213,1213,81,0,88504,87204,1300,4327,1027,1,47,129,72,"",""
