path,return_code,raw_sh4
dreamcast/kgl/nehe/nehe26/nehe26.elf,0,0
dreamcast/libdream/320x240/320x240.elf,0,0
dreamcast/libdream/640x480/640x480.elf,0,0
dreamcast/libdream/cdfs/cdfs.elf,0,0
dreamcast/libdream/keyboard/keyboard.elf,0,0
dreamcast/libdream/lcd/lcd.elf,0,0
dreamcast/libdream/mouse/mouse.elf,0,0
dreamcast/libdream/rgb888/rgb888.elf,0,0
dreamcast/libdream/spu/spu.elf,0,0
dreamcast/libdream/ta/ta.elf,0,0
dreamcast/libdream/vmu/vmu.elf,0,0
dreamcast/library/library-test.elf,0,0
dreamcast/lightgun/basic/lightgun.elf,0,0
dreamcast/lua/basic/lua.elf,0,0
dreamcast/micropython/micropython.elf,0,0
dreamcast/modem/basic/basic.elf,0,0
dreamcast/modem/ppp/ppp.elf,0,0
dreamcast/network/basic/basic.elf,0,0
dreamcast/network/dns-client/dns-client.elf,0,0
dreamcast/network/httpd/httpd.elf,0,0
dreamcast/network/isp-settings/isp-settings.elf,0,0
dreamcast/network/ntp/ntp.elf,0,0
dreamcast/network/ping/ping.elf,0,0
dreamcast/network/ping6/ping.elf,0,0
dreamcast/network/speedtest/speedtest.elf,0,0
dreamcast/network/udpecho6/echo.elf,0,0
dreamcast/parallax/bubbles/bubbles.elf,0,0
dreamcast/parallax/delay_cube/delay_cube.elf,0,0
dreamcast/parallax/font/font.elf,0,0
dreamcast/parallax/raster_melt/raster_melt.elf,0,0
dreamcast/parallax/rotocube/rotocube.elf,0,0
dreamcast/parallax/serpent_dma/serpent.elf,0,0
dreamcast/parallax/sinus/sinus.elf,0,0
dreamcast/png/example.elf,0,0
dreamcast/pthread/general/general_pthread_test.elf,0,0
dreamcast/pvr/bumpmap/bump.elf,0,0
dreamcast/pvr/cheap_shadow/shadow.elf,0,0
dreamcast/pvr/modifier_volume/modifier.elf,0,0
dreamcast/pvr/modifier_volume_tex/modifier.elf,0,0
dreamcast/pvr/modifier_volume_zclip/example.elf,0,0
dreamcast/pvr/palette/4bpp/4bpp.elf,0,0
dreamcast/pvr/palette/8bpp/8bpp.elf,0,0
dreamcast/pvr/palette/wormhole/wormhole.elf,0,0
dreamcast/pvr/plasma/plasma.elf,0,0
dreamcast/pvr/pvrline/pvrline.elf,0,0
dreamcast/pvr/pvrmark/pvrmark.elf,0,0
dreamcast/pvr/pvrmark_strips/pvrmark_strips.elf,0,0
dreamcast/pvr/pvrmark_strips_direct/pvrmark_strips_direct.elf,0,0
dreamcast/pvr/texture_render/texture_render.elf,0,0
dreamcast/pvr/yuv_converter/YUV420/yuv420.elf,0,0
dreamcast/pvr/yuv_converter/YUV422/yuv422.elf,0,0
dreamcast/raylib/raytris/raytris.elf,0,0
dreamcast/rumble/rumble.elf,0,0
dreamcast/sdl/sound/sdl_sound.elf,0,0
dreamcast/sound/cdda/basic_cdda/basic_cdda.elf,0,0
dreamcast/sound/ghettoplay-vorbis/ghettoplay.elf,0,0
dreamcast/sound/hello-adx/libADXplay.elf,0,0
dreamcast/sound/hello-mp3/mp3test.elf,0,0
dreamcast/sound/hello-ogg/vorbistest.elf,0,0
dreamcast/sound/hello-opus/opustest.elf,0,0
dreamcast/sound/multi-stream/multistream.elf,0,0
dreamcast/sound/sfx/sfx.elf,0,0
dreamcast/sound/sfxbuf/sfxbuf.elf,0,0
dreamcast/tsunami/banner/banner.elf,0,0
dreamcast/tsunami/font/font.elf,0,0
dreamcast/tsunami/genmenu/genmenu.elf,0,0
dreamcast/video/bfont/bfont.elf,0,0
dreamcast/video/minifont/minifont.elf,0,0
dreamcast/video/multibuffer/multibuffer.elf,0,0
dreamcast/video/palmenu/palmenu.elf,0,0
dreamcast/video/screenshot/screenshot.elf,0,0
dreamcast/vmu/vmu_beep/beep.elf,0,0
dreamcast/vmu/vmu_game/vmu_game.elf,0,0
dreamcast/vmu/vmu_lcd/lcd.elf,0,0
dreamcast/vmu/vmu_pkg/vmu.elf,0,0
